entry_stable_id	entry_type	entry_name	species	ncbi_gene_id	lifespan_data_available
AF_008889	gene	Tor	Drosophila melanogaster		true
AF_000888	gene	VPS18	Homo sapiens	57617	false
AF_008890	gene	fgf23	Mus musculus		true
AF_008891	gene	fxn	Mus musculus		true
AF_008892	gene	GH1	Mus musculus		true
AF_008893	gene	GHA	Mus musculus		true
AF_008894	gene	hsp22	Drosophila melanogaster	3772576	true
AF_008895	gene	GFP	Caenorhabditis elegans		true
AF_008896	gene	C39E9.6	Caenorhabditis elegans		true
AF_008897	gene	C39F7.2	Caenorhabditis elegans	178619	true
AF_008898	gene	lipA	Escherichia coli		true
AF_008899	gene	lpdA	Escherichia coli		true
AF_000889	gene	RNF157	Homo sapiens	114804	false
AF_008900	gene	sdhA	Escherichia coli		true
AF_008901	gene	atpC	Escherichia coli		true
AF_008902	gene	AIMP3	Mus musculus		true
AF_008903	gene	YNT100	Saccharomyces cerevisiae		true
AF_008904	gene	URH1	Saccharomyces cerevisiae	852009	true
AF_008905	gene	IMD2	Saccharomyces cerevisiae	856626	true
AF_008906	gene	CypD	Podospora anserina		true
AF_008907	gene	htr1b	Mus musculus		true
AF_008908	gene	Igfr1	Mus musculus		true
AF_008909	gene	Mcm2	Mus musculus		true
AF_000890	gene	PLEKHH2	Homo sapiens	130271	false
AF_008910	gene	par-4	Mus musculus		true
AF_008911	gene	NAS1	Mus musculus		true
AF_008912	gene	SOD1	Mus musculus		true
AF_008913	gene	CAT	Mus musculus		true
AF_008914	gene	SOD2	Mus musculus		true
AF_008915	gene	Ink4/Arf	Mus musculus		true
AF_008916	gene	C01G6.7	Caenorhabditis elegans		true
AF_008917	gene	C17H1.7	Caenorhabditis elegans		true
AF_008918	gene	C31B8.4	Caenorhabditis elegans		true
AF_008919	gene	pappa	Mus musculus		true
AF_008920	gene	F53H1.3	Caenorhabditis elegans		true
AF_008921	gene	F16H11.3	Caenorhabditis elegans		true
AF_008922	gene	hst1	Saccharomyces cerevisiae		true
AF_008923	gene	hst2	Saccharomyces cerevisiae		true
AF_008924	gene	hst3	Saccharomyces cerevisiae		true
AF_008925	gene	hst4	Saccharomyces cerevisiae		true
AF_008926	gene	bna1	Saccharomyces cerevisiae		true
AF_008927	gene	gpa2	Saccharomyces cerevisiae		true
AF_008928	gene	hxk2	Saccharomyces cerevisiae		true
AF_008929	gene	BL1	Caenorhabditis elegans		true
AF_000892	gene	SLC25A30	Homo sapiens	253512	false
AF_008930	gene	PARP-1	Mus musculus		true
AF_008931	gene	bud22	Saccharomyces cerevisiae		true
AF_008932	gene	rps0b	Saccharomyces cerevisiae		true
AF_008933	gene	FIS1	Saccharomyces cerevisiae	854745	true
AF_008934	gene	GLN3	Saccharomyces cerevisiae	856763	true
AF_008935	gene	LAT1	Saccharomyces cerevisiae	855653	true
AF_008936	gene	p53	Drosophila melanogaster		true
AF_008937	gene	Pka1	Schizosaccharomyces pombe		true
AF_008938	gene	RAD50	Schizosaccharomyces pombe		true
AF_008939	gene	RPL10	Schizosaccharomyces pombe		true
AF_000893	gene	GRF5	Arabidopsis thaliana	831462	false
AF_008940	gene	RPL6B	Schizosaccharomyces pombe		true
AF_008941	gene	RPS18A	Schizosaccharomyces pombe		true
AF_008942	gene	RPS18B	Schizosaccharomyces pombe		true
AF_008943	gene	RPO41	Schizosaccharomyces pombe		true
AF_008944	gene	rut1	Drosophila melanogaster		true
AF_008945	gene	rut2080	Drosophila melanogaster		true
AF_008946	gene	SCP1	Saccharomyces cerevisiae	854549	true
AF_008946	gene	SCP1	Saccharomyces cerevisiae	854549	true
AF_008947	gene	CDC7	Saccharomyces cerevisiae	851545	true
AF_008948	gene	X2180-1B	Saccharomyces cerevisiae		true
AF_008949	gene	X2180-1A x X2180-1B	Saccharomyces cerevisiae		true
AF_000894	gene	STK3	Homo sapiens	6788	false
AF_008950	gene	LAG1Hs	Saccharomyces cerevisiae	6351	true
AF_008951	gene	E03H12.5	Caenorhabditis elegans	177262	true
AF_008952	gene	rho0	Saccharomyces cerevisiae		true
AF_008953	gene	LAC1	Saccharomyces cerevisiae	853861	true
AF_008954	gene	SUR4	Saccharomyces cerevisiae	851087	true
AF_008954	gene	SUR4	Saccharomyces cerevisiae	851087	true
AF_008955	gene	KCS1	Saccharomyces cerevisiae	851580	true
AF_008956	gene	IPK2	Saccharomyces cerevisiae	851753	true
AF_008957	gene	geln3	Caenorhabditis elegans		true
AF_008958	gene	PaMth1	Podospora anserina		true
AF_008959	gene	F01G10.1	Caenorhabditis elegans		true
AF_000895	gene	RPL17	Homo sapiens	6139	false
AF_008960	gene	dFox21	Drosophila melanogaster		true
AF_008961	gene	F21D5.8	Caenorhabditis elegans	184770	true
AF_008962	gene	Fox01	Mus musculus		true
AF_008963	gene	F25G6.2	Caenorhabditis elegans	182490	true
AF_008964	gene	SGS1	Candida albicans		true
AF_008965	gene	Sir2	Candida albicans		true
AF_008966	gene	Su(var)2-502/+	Drosophila melanogaster		true
AF_008967	gene	Dp(2;2)P90/+	Drosophila melanogaster		true
AF_008968	gene	Su(var)2-1^01/+	Drosophila melanogaster		true
AF_008969	gene	E2F^91/+	Drosophila melanogaster		true
AF_000896	gene	RPL23	Homo sapiens	9349	false
AF_008970	gene	mGsta4	Caenorhabditis elegans		true
AF_008971	gene	F29C4.2	Caenorhabditis elegans	176828	true
AF_008972	gene	SOD	Drosophila melanogaster		true
AF_008973	gene	hsp-16A	Caenorhabditis elegans		true
AF_008974	gene	STE4	Saccharomyces cerevisiae	854387	true
AF_008975	gene	Dahomey	Drosophila melanogaster		true
AF_008976	gene	Japan	Drosophila melanogaster		true
AF_008977	gene	CeGly	Caenorhabditis elegans		true
AF_008978	gene	F41A4.1	Caenorhabditis elegans		true
AF_008979	gene	F42A6.1	Caenorhabditis elegans	185645	true
AF_000897	gene	Rpl17	Rattus norvegicus	291434	false
AF_008980	gene	LlonKat1	Lutzomyia longipalpis		true
AF_008981	gene	N2;ExSOD-1::EGFP	Caenorhabditis elegans		true
AF_008982	gene	tm776;ExSOD-1::EGFP	Caenorhabditis elegans		true
AF_008983	gene	tm783;ExSOD-1::EGFP	Caenorhabditis elegans		true
AF_008984	gene	F55F3.1	Caenorhabditis elegans		true
AF_008985	gene	Nas-1	Mus musculus		true
AF_008986	gene	F56D5.5	Caenorhabditis elegans	177772	true
AF_008987	gene	F58G1.4	Caenorhabditis elegans		true
AF_008988	gene	FBP1	Saccharomyces cerevisiae	851092	true
AF_008989	gene	PHA-4	Caenorhabditis elegans		true
AF_000898	gene	Rpl17	Mus musculus	319195	false
AF_008990	gene	fbxa-121	Caenorhabditis elegans	189476	true
AF_008991	gene	lrs1	Mus musculus		true
AF_008992	gene	oxy-5	Caenorhabditis elegans		true
AF_008993	gene	clock	Mus musculus		true
AF_008994	gene	gei-9	Caenorhabditis elegans		true
AF_008995	gene	sod-2	Mus musculus		true
AF_008996	gene	RPT3	Saccharomyces cerevisiae	852003	true
AF_008997	gene	RPT5	Saccharomyces cerevisiae	854284	true
AF_008998	gene	RPN4	Saccharomyces cerevisiae	851542	true
AF_008999	gene	PRE9	Saccharomyces cerevisiae	853036	true
AF_000899	gene	rpl1702	Schizosaccharomyces pombe	2539013	false
AF_000008	gene	Fn1	Mus musculus	14268	true
AF_009000	gene	TOM1	Saccharomyces cerevisiae	852068	true
AF_009001	gene	esa1	Saccharomyces cerevisiae		true
AF_009002	gene	phb-1	Caenorhabditis elegans		true
AF_009003	gene	sip2	Saccharomyces cerevisiae		true
AF_009004	gene	rpd3	Saccharomyces cerevisiae		true
AF_009005	gene	GSR	Drosophila melanogaster		true
AF_009006	gene	RNase-L	Mus musculus		true
AF_009007	gene	flcn-1	Caenorhabditis elegans		true
AF_009008	gene	gtr-1	Caenorhabditis elegans		true
AF_009009	gene	lin-35	Caenorhabditis elegans	172249	true
AF_000900	gene	rpl17	Danio rerio	336641	false
AF_009010	gene	hsp-16.49	Caenorhabditis elegans	179288	true
AF_009011	gene	aldo-1	Caenorhabditis elegans	176788	true
AF_009012	gene	agl-1	Caenorhabditis elegans	175091	true
AF_009013	gene	Hsp26	Drosophila melanogaster	39075	true
AF_009014	gene	Hsp27	Drosophila melanogaster	39078	true
AF_009015	gene	hsp70	Drosophila melanogaster		true
AF_009016	gene	K10D2.3	Caenorhabditis elegans		true
AF_009017	gene	dld-1	Caenorhabditis elegans	178387	true
AF_009017	gene	dld-1	Caenorhabditis elegans	178387	true
AF_009018	gene	unc-20	Caenorhabditis elegans		true
AF_009019	gene	pes-2	Caenorhabditis elegans		true
AF_009020	gene	R11A5.4	Caenorhabditis elegans	172556	true
AF_009021	gene	rle-1	Caenorhabditis elegans	176525	true
AF_009022	gene	SNCA	Caenorhabditis elegans		true
AF_009023	gene	SNF1	Saccharomyces cerevisiae	852088	true
AF_009024	gene	Sod1	Saccharomyces cerevisiae		true
AF_009025	gene	Sod2	Saccharomyces cerevisiae		true
AF_009026	gene	unc-35	Caenorhabditis elegans		true
AF_009027	gene	T27F7.3	Caenorhabditis elegans	266853	true
AF_009028	gene	tag-224	Caenorhabditis elegans	177515	true
AF_009029	gene	tag-60	Caenorhabditis elegans	177736	true
AF_009030	gene	tag-61	Caenorhabditis elegans		true
AF_009031	gene	tag-99	Caenorhabditis elegans		true
AF_009032	gene	TrxT	Drosophila melanogaster	31443	true
AF_009033	gene	Txn1	Mus musculus	22166	true
AF_009034	gene	UCP2	Drosophila melanogaster		true
AF_009035	gene	Ump1	Saccharomyces cerevisiae		true
AF_009036	gene	W06B11.3	Caenorhabditis elegans		true
AF_009037	gene	W08D2.3	Caenorhabditis elegans		true
AF_009038	gene	W09D10.3	Caenorhabditis elegans	176495	true
AF_009039	gene	Y116A8C.17	Caenorhabditis elegans		true
AF_000903	gene	14-3-3epsilon	Drosophila melanogaster	42186	true
AF_009040	gene	Ceinsulin-1	Caenorhabditis elegans		true
AF_009041	gene	Y38C1AA.3	Caenorhabditis elegans		true
AF_009042	gene	Y38H6C.3	Caenorhabditis elegans		true
AF_009043	gene	Y46G5A.6	Caenorhabditis elegans		true
AF_009044	gene	Y47D3A.15	Caenorhabditis elegans		true
AF_009045	gene	Y53F4B.23	Caenorhabditis elegans	190220	true
AF_009046	gene	Y57A10C.7	Caenorhabditis elegans		true
AF_009047	gene	Y66A7A.1	Caenorhabditis elegans		true
AF_009048	gene	Y69A2AR.19	Caenorhabditis elegans	177036	true
AF_009049	gene	Y76A2B.3	Caenorhabditis elegans		true
AF_009050	gene	ZK384.2	Caenorhabditis elegans		true
AF_009051	gene	PNC1	Saccharomyces cerevisiae	852846	true
AF_009051	gene	PNC1	Saccharomyces cerevisiae	852846	true
AF_009052	gene	UTH1	Saccharomyces cerevisiae	853916	true
AF_009052	gene	UTH1	Saccharomyces cerevisiae	853916	true
AF_009053	gene	fob1 sir2	Saccharomyces cerevisiae		true
AF_009054	gene	Akt	Anopheles stephensi		true
AF_009055	gene	Terc	Mus musculus	21748	true
AF_009056	gene	MsrA	Mus musculus		true
AF_009057	gene	pex5	Saccharomyces cerevisiae		true
AF_009058	gene	PCMT	Drosophila melanogaster		true
AF_009059	gene	egl-9	Caenorhabditis elegans		true
AF_009060	compound	Resveratrol			true
AF_009061	compound	Methionine sulfoximine			true
AF_009062	compound	Nicotinamide			true
AF_009063	compound	Cycloheximide			true
AF_009064	compound	Diazaborine			true
AF_009065	compound	Antimycin a			true
AF_009066	compound	Recombinant human IGF-1			true
AF_009067	compound	Phenylbutyrate			true
AF_009068	compound	Acetic acid			true
AF_009069	compound	Methanol			true
AF_009070	compound	Ethanol			true
AF_009071	compound	Glucose			true
AF_009072	compound	Sorbitol			true
AF_009073	compound	Sodium chloride			true
AF_009074	compound	Marine collagen peptides prepared from chum salmon (Oncorhynchus			true
AF_009075	compound	N-acetyl-cysteine			true
AF_009076	compound	Dafachronic acid			true
AF_009077	compound	Vanadate			true
AF_009078	compound	Dimethyl sulfoxide			true
AF_009079	compound	Porcine growth hormone			true
AF_009080	compound	Spermidine			true
AF_009081	compound	4,5,6,7-tetrabromo-benzimidazole			true
AF_009082	compound	Trehalose			true
AF_009083	compound	Alpha, beta-trehalose			true
AF_009084	compound	Sucrose			true
AF_009085	compound	Maltose			true
AF_009086	compound	Rapamycin			true
AF_009087	compound	Simvastatin			true
AF_009088	compound	Phenformin			true
AF_009089	compound	Buformin			true
AF_009090	compound	Metformin			true
AF_009091	compound	Ethosuximide			true
AF_009092	compound	Trimethadione			true
AF_009093	compound	3,3-diethyl-2-pyrrolidinone			true
AF_009094	compound	Succinimide			true
AF_009095	compound	Valproic acid			true
AF_009096	compound	Valpromide			true
AF_009097	compound	Kanamycin			true
AF_009098	compound	Cyclosporin A			true
AF_009099	compound	FCCP			true
AF_000909	gene	emb2386	Arabidopsis thaliana	839407	false
AF_000090	gene	EIF5A2	Homo sapiens	56648	false
AF_009100	compound	Oxaloacetate			true
AF_009101	compound	2,4-dinitrophenol			true
AF_009102	compound	3,5-Dihydroxy-4'-thiomethyl-trans-stilbene			true
AF_009103	compound	3,5-Dihydroxy-4'-ethyl-trans-stilbene			true
AF_009104	compound	3,5-Dihydroxy-4'-acetoxy-trans-stilbene			true
AF_009105	compound	Catechin			true
AF_009106	compound	Galactose			true
AF_009107	compound	Blueberry polyphenols, crude			true
AF_009108	compound	Blueberry polyphenols			true
AF_009109	compound	Ampicillin			true
AF_000910	gene	AT3G16780	Arabidopsis thaliana	820931	false
AF_009110	compound	Paraquat			true
AF_009111	compound	4-HNE			true
AF_009112	compound	Ascorbic acid			true
AF_009113	compound	Reduced glutathione			true
AF_009114	compound	FUdR			true
AF_009115	compound	CCCP			true
AF_009116	compound	Nordihydroguaiaretic acid (NDGA)			true
AF_009117	compound	Aspirin			true
AF_009118	compound	EPEA (eicosapentaenoyl ethanolamide)			true
AF_009119	compound	Carbonylcyanide-p-trifluoromethoxyphenylhydrazone (FCCP)			true
AF_000911	gene	14-3-3zeta	Drosophila melanogaster	36059	false
AF_009120	compound	Myxothiazol			true
AF_009121	compound	3-O--d-glucopyranoside-(41)--d-glucopyranoside (Q3M)			true
AF_009122	compound	Quercetin 3-O--d-glucopyranoside (Q3G)			true
AF_009123	compound	Quercetin			true
AF_009124	compound	Rutin			true
AF_009125	compound	ThT (4-(3,6-dimethyl-1,3-benzothiazol-3-ium-2-yl)-N,N-dimethylan			true
AF_009126	compound	Hydrogen peroxide diluted in S buffer			true
AF_009127	compound	1, 1-Dimethylbiguanide hydrochloride			true
AF_009128	compound	Diallyl trisulfide (DATS)			true
AF_009129	compound	Glaucarubinone			true
AF_000912	gene	AT4G02230	Arabidopsis thaliana	828099	false
AF_009130	compound	Cholesterol			true
AF_009131	compound	25-azacoprostane			true
AF_009132	compound	Genistein			true
AF_009133	compound	Sibutramine			true
AF_009134	compound	Coenzyme Q10			true
AF_009135	compound	Dafadine-A			true
AF_009136	compound	Malate			true
AF_009137	compound	Fumarate			true
AF_009138	compound	Succinate			true
AF_009139	compound	Alpha-ketoglutarate			true
AF_000913	gene	RPL19	Homo sapiens	6143	false
AF_009140	compound	Aspartate			true
AF_009141	compound	Ascr#2			true
AF_009142	compound	Ascr#3			true
AF_009143	compound	Carbenicillin			true
AF_009144	compound	Fenofibrate			true
AF_009145	compound	Clofibrate			true
AF_009146	compound	Bezafibrate			true
AF_009147	compound	Caffeine			true
AF_009148	compound	U0126			true
AF_009149	compound	Lithocholic acid			true
AF_000914	gene	Rpl19	Mus musculus	19921	false
AF_009150	other_factor	Dietary restriction			true
AF_009151	other_factor	rho0			true
AF_009152	other_factor	Diploidization			true
AF_009153	other_factor	Mating type conversion			true
AF_009154	other_factor	ERC release			true
AF_009155	other_factor	Alpha factor arrest			true
AF_009156	other_factor	Petite			true
AF_009157	other_factor	Irradiation			true
AF_009158	other_factor	Stachys lavandulifolia extract			true
AF_009159	other_factor	Farinocystis infection			true
AF_000915	gene	Rpl19	Rattus norvegicus	81767	false
AF_009160	other_factor	Radiofrequency exposure			true
AF_009161	other_factor	Q-less diet			true
AF_009162	other_factor	pH 6 buffering			true
AF_009163	other_factor	Transfer to water			true
AF_009164	other_factor	pH 6 buffer			true
AF_009165	other_factor	Dietary restriction (transient)			true
AF_009166	other_factor	OP50 supernatant			true
AF_009167	other_factor	Agar barrier			true
AF_009168	other_factor	Increased amino acids			true
AF_009169	other_factor	Germ cell ablation			true
AF_000916	gene	rpl1901	Schizosaccharomyces pombe	2540870	false
AF_009170	other_factor	Somatic gonad ablation			true
AF_009171	other_factor	Environmental enrichment			true
AF_009172	other_factor	Amphid sheath cell ablation			true
AF_009173	other_factor	High polyamine diet			true
AF_009174	other_factor	Low polyamine diet			true
AF_009175	other_factor	UV-killed OP50			true
AF_009176	other_factor	Heat shock			true
AF_009177	other_factor	Reduced oxygen			true
AF_009178	other_factor	B. subtilis food			true
AF_009179	other_factor	UV killed food			true
AF_000917	gene	rpl1902	Schizosaccharomyces pombe	2539178	false
AF_009180	other_factor	Overfeeding			true
AF_009181	other_factor	High temperature			true
AF_009182	other_factor	Low temperature			true
AF_009183	other_factor	Alternative carbon source			true
AF_009184	other_factor	Heat killed bacterial food			true
AF_009185	other_factor	Axenic medium			true
AF_009186	other_factor	Temperature			true
AF_009187	other_factor	Population enriched for 17-18 generation-old cells			true
AF_009188	other_factor	Population enriched for 3 generation-old cells			true
AF_009189	other_factor	Caloric restriction			true
AF_009190	other_factor	Dietary deprivation			true
AF_009191	other_factor	Oxidative stress			true
AF_009192	other_factor	Food source			true
AF_009193	other_factor	HSP-16A			true
AF_009194	other_factor	Pathogen resistance			true
AF_009195	other_factor	UV-killed diet			true
AF_009196	other_factor	UV irradiation			true
AF_009197	other_factor	Dietary enhancement			true
AF_009198	other_factor	Hydrogen peroxide			true
AF_009199	other_factor	Dietary supplementation			true
AF_000919	gene	Slc25a30	Mus musculus	67554	false
AF_009200	other_factor	Exposure to males			true
AF_009201	other_factor	Intermittent feeding plus polyphenols			true
AF_009202	other_factor	Intermittent feeding			true
AF_009203	other_factor	Heat stress			true
AF_009204	other_factor	Diet			true
AF_009205	other_factor	Starvation			true
AF_009206	other_factor	Gender separation			true
AF_009207	other_factor	Polyandry			true
AF_009208	gene	HSPA1A	Homo sapiens	3303	false
AF_009209	gene	HSPA1B	Homo sapiens	3304	false
AF_009211	gene	JUND	Homo sapiens	3727	false
AF_009213	gene	PARP1	Homo sapiens	142	false
AF_009217	gene	TXN	Homo sapiens	7295	false
AF_009218	gene	XRCC5	Homo sapiens	7520	false
AF_009219	gene	CAT	Homo sapiens	847	false
AF_000921	gene	RPL8B	Saccharomyces cerevisiae	850682	true
AF_009227	gene	GCLC	Homo sapiens	2729	false
AF_009228	gene	GCLM	Homo sapiens	2730	false
AF_009229	gene	BAP2	Saccharomyces cerevisiae	852360	true
AF_000922	gene	Krit1	Rattus norvegicus	362317	false
AF_009230	gene	ins-18	Caenorhabditis elegans	3565480	true
AF_009231	gene	K01C8.6	Caenorhabditis elegans	186840	true
AF_009232	gene	KSS1	Saccharomyces cerevisiae	852931	true
AF_009233	gene	PNT1	Saccharomyces cerevisiae	854440	true
AF_009234	gene	PTH1	Saccharomyces cerevisiae	856596	true
AF_009235	gene	PTK2	Saccharomyces cerevisiae	853522	true
AF_009236	gene	C01F1.2	Caenorhabditis elegans	173763	true
AF_009237	gene	RAD55	Saccharomyces cerevisiae	851648	true
AF_009238	gene	RAV1	Saccharomyces cerevisiae	853490	true
AF_009239	gene	RIM8	Saccharomyces cerevisiae	852837	true
AF_000923	gene	TRM9	Saccharomyces cerevisiae	854994	true
AF_009240	gene	BMH1	Saccharomyces cerevisiae	856924	true
AF_009241	gene	T21B10.1	Caenorhabditis elegans	174422	true
AF_009242	gene	tag-264	Caenorhabditis elegans	172957	true
AF_009243	gene	spe-5	Caenorhabditis elegans	172137	true
AF_009243	gene	spe-5	Caenorhabditis elegans	172137	true
AF_009244	gene	RTN1	Saccharomyces cerevisiae	851819	true
AF_009245	gene	SAK1	Saccharomyces cerevisiae	856866	true
AF_009246	gene	sams-2	Caenorhabditis elegans	178446	true
AF_009246	gene	sams-2	Caenorhabditis elegans	178446	true
AF_009247	gene	Y39G10AR.8	Caenorhabditis elegans	171792	true
AF_009248	gene	Y46G5A.6	Caenorhabditis elegans	189958	true
AF_009249	gene	SET3	Saccharomyces cerevisiae	853900	true
AF_000924	gene	rpl19	Danio rerio	406489	false
AF_009250	gene	Y54E10BR.4	Caenorhabditis elegans	171874	true
AF_009251	gene	Y56A3A.9	Caenorhabditis elegans	190326	true
AF_009253	gene	acs-14	Caenorhabditis elegans	176785	true
AF_009254	gene	MTC4	Saccharomyces cerevisiae	852557	true
AF_009255	gene	scl-4	Caenorhabditis elegans	183342	true
AF_009256	gene	CAJ1	Saccharomyces cerevisiae	856772	true
AF_009257	gene	SKN7	Saccharomyces cerevisiae	856613	true
AF_009258	gene	Akt1	Drosophila melanogaster	41957	true
AF_009259	gene	SSA4	Saccharomyces cerevisiae	856840	true
AF_000925	gene	Kcna3	Mus musculus	16491	true
AF_009260	gene	Jafrac1	Drosophila melanogaster	53578	true
AF_009261	gene	l(3)neo18	Drosophila melanogaster	46260	true
AF_009262	gene	SWS2	Saccharomyces cerevisiae	855643	true
AF_009263	gene	SXM1	Saccharomyces cerevisiae	852004	true
AF_009264	gene	C17H1.7	Caenorhabditis elegans	182749	true
AF_009265	gene	C25H3.9	Caenorhabditis elegans	173963	true
AF_009266	gene	C31B8.4	Caenorhabditis elegans	183078	true
AF_009267	gene	klo-1	Caenorhabditis elegans	177557	true
AF_009267	gene	klo-1	Caenorhabditis elegans	177557	true
AF_009268	gene	CBP4	Saccharomyces cerevisiae	853085	true
AF_009269	gene	klo-2	Caenorhabditis elegans	184000	true
AF_009269	gene	klo-2	Caenorhabditis elegans	184000	true
AF_009270	gene	F11A3.2	Caenorhabditis elegans	179331	true
AF_009271	gene	F16H11.3	Caenorhabditis elegans	184599	true
AF_009272	gene	F29C4.7	Caenorhabditis elegans	176827	true
AF_009273	gene	F53H1.3	Caenorhabditis elegans	176945	true
AF_009274	gene	F56H1.7	Caenorhabditis elegans	6418597	true
AF_009275	gene	Cat	Mus musculus	12359	true
AF_009276	gene	Y39B6A.3	Caenorhabditis elegans	180262	true
AF_009277	gene	Y41C4A.11	Caenorhabditis elegans	189814	true
AF_009278	gene	Y46G5A.20	Caenorhabditis elegans	174915	true
AF_009279	gene	Y47H9C.1	Caenorhabditis elegans	173061	true
AF_000927	gene	Tp63	Rattus norvegicus	246334	false
AF_009280	gene	Y52B11A.9	Caenorhabditis elegans	173005	true
AF_009281	gene	VAB2	Saccharomyces cerevisiae	856713	true
AF_009282	gene	Parp1	Mus musculus	11545	true
AF_009283	gene	Hsp70Ba	Drosophila melanogaster	44921	true
AF_009284	gene	ADE3	Saccharomyces cerevisiae	853118	true
AF_009285	gene	VPS27	Saccharomyces cerevisiae	855739	true
AF_009286	gene	YBR056W	Saccharomyces cerevisiae	852346	true
AF_009287	gene	YCR043C	Saccharomyces cerevisiae	850410	true
AF_009288	gene	YCR050C	Saccharomyces cerevisiae	850417	true
AF_009289	gene	YDL057W	Saccharomyces cerevisiae	851502	true
AF_000928	gene	Lars2	Mus musculus	102436	false
AF_009290	gene	YGL010W	Saccharomyces cerevisiae	852874	true
AF_009291	gene	YGL235W	Saccharomyces cerevisiae	852615	true
AF_009292	gene	YGR053C	Saccharomyces cerevisiae	852944	true
AF_009293	gene	YHL008C	Saccharomyces cerevisiae	856381	true
AF_009294	gene	YIL077C	Saccharomyces cerevisiae	854733	true
AF_009295	gene	YJL147C	Saccharomyces cerevisiae	853294	true
AF_009296	gene	YKR096W	Saccharomyces cerevisiae	853971	true
AF_009297	gene	YLR312C	Saccharomyces cerevisiae	851021	true
AF_009298	gene	YMR084W	Saccharomyces cerevisiae	855108	true
AF_009299	gene	YMR099C	Saccharomyces cerevisiae	855125	true
AF_000929	gene	Tsc1	Mus musculus	64930	false
AF_000092	gene	EIF2AK4	Homo sapiens	440275	false
AF_009300	gene	YMR244C-A	Saccharomyces cerevisiae	855287	true
AF_009301	gene	YNL190W	Saccharomyces cerevisiae	855531	true
AF_009302	gene	YOR052C	Saccharomyces cerevisiae	854217	true
AF_009303	gene	YPL150W	Saccharomyces cerevisiae	855953	true
AF_009304	gene	YPL225W	Saccharomyces cerevisiae	855876	true
AF_009305	gene	YPR153W	Saccharomyces cerevisiae	856276	true
AF_009306	gene	DID2	Saccharomyces cerevisiae	853906	true
AF_009307	gene	DUG2	Saccharomyces cerevisiae	852584	true
AF_009308	gene	MCH5	Saccharomyces cerevisiae	854483	true
AF_009309	gene	MIS1	Saccharomyces cerevisiae	852378	true
AF_000930	gene	Ulk2	Mus musculus	29869	false
AF_009310	gene	MRP1	Saccharomyces cerevisiae	851948	true
AF_009311	gene	NAM2	Saccharomyces cerevisiae	851098	true
AF_009312	gene	PEX14	Saccharomyces cerevisiae	852724	true
AF_009313	gene	PHO23	Saccharomyces cerevisiae	855626	true
AF_009314	gene	PUN1	Saccharomyces cerevisiae	851132	true
AF_009315	gene	RAD4	Saccharomyces cerevisiae	856909	true
AF_009316	gene	RSM18	Saccharomyces cerevisiae	856776	true
AF_009317	gene	SEC66	Saccharomyces cerevisiae	852469	true
AF_009318	gene	VAC8	Saccharomyces cerevisiae	856702	true
AF_009319	gene	VPS38	Saccharomyces cerevisiae	851074	true
AF_000931	gene	Sacm1l	Mus musculus	83493	false
AF_009320	gene	YBR284W	Saccharomyces cerevisiae	852587	true
AF_009321	gene	YGR250C	Saccharomyces cerevisiae	853165	true
AF_009322	gene	YKL023W	Saccharomyces cerevisiae	853845	true
AF_009323	gene	ADA2	Saccharomyces cerevisiae	852059	true
AF_009324	gene	CKIepsilon	Mesocricetus auratus		true
AF_009325	gene	FMC1	Saccharomyces cerevisiae	854709	true
AF_009326	gene	NFU1	Saccharomyces cerevisiae	853826	true
AF_009327	gene	PMS1	Saccharomyces cerevisiae	855642	true
AF_009328	gene	RSF2	Saccharomyces cerevisiae	853592	true
AF_009329	gene	EFT2	Saccharomyces cerevisiae	851993	true
AF_000932	gene	Synj1	Mus musculus	104015	false
AF_009330	gene	VPS41	Saccharomyces cerevisiae	851653	true
AF_009331	gene	ADE2	Saccharomyces cerevisiae	854295	true
AF_009332	gene	ADE5,7	Saccharomyces cerevisiae	852617	true
AF_009333	gene	BAS1	Saccharomyces cerevisiae	853974	true
AF_009334	gene	BNA2	Saccharomyces cerevisiae	853541	true
AF_009335	gene	FCY21	Saccharomyces cerevisiae	856788	true
AF_009336	gene	PCL7	Saccharomyces cerevisiae	854761	true
AF_009337	gene	PDR18	Saccharomyces cerevisiae	855807	true
AF_009338	gene	UAF30	Saccharomyces cerevisiae	854470	true
AF_009339	gene	EMI1	Saccharomyces cerevisiae	852125	true
AF_000933	gene	Ppfibp1	Mus musculus	67533	false
AF_009340	gene	FLD1	Saccharomyces cerevisiae	851120	true
AF_009341	gene	NPL3	Saccharomyces cerevisiae	852042	true
AF_009342	gene	RNR3	Saccharomyces cerevisiae	854744	true
AF_009343	gene	SIZ1	Saccharomyces cerevisiae	852018	true
AF_009344	gene	TWF1	Saccharomyces cerevisiae	852971	true
AF_009345	gene	DIF1	Saccharomyces cerevisiae	851157	true
AF_009346	gene	FMP46	Saccharomyces cerevisiae	853923	true
AF_009347	gene	PAC10	Saccharomyces cerevisiae	852969	true
AF_009348	gene	PDA1	Saccharomyces cerevisiae	856925	true
AF_009349	gene	TPC1	Saccharomyces cerevisiae	852988	true
AF_009350	gene	HPT1	Saccharomyces cerevisiae	852008	true
AF_009351	gene	MTD1	Saccharomyces cerevisiae	853955	true
AF_009352	gene	RGT1	Saccharomyces cerevisiae	853828	true
